Date,Open,High,Low,Close,Volume,feature1,feature2,feature3,feature4,feature5
27-Oct-2015,206.02,207.9,206.02,207.03,456100,0.3169846534729004,0.15310654044151306,0.15151940286159515,0.17896141111850739,0.199427992105484
28-Oct-2015,208.0,208.99,207.5,207.99,217800,0.2890060245990753,0.1617136001586914,0.16911068558692932,0.19053760170936584,0.18963207304477692
29-Oct-2015,207.99,209.5,207.01,208.59,1319000,0.2947024703025818,0.15382005274295807,0.16534686088562012,0.18004737794399261,0.20608322322368622
30-Oct-2015,213.5,213.5,208.1,209.69,634800,0.3151650130748749,0.18949666619300842,0.17922742664813995,0.15851344168186188,0.15759751200675964
02-Nov-2015,209.5,210.74,208.61,210.0,558300,0.302108496427536,0.20491276681423187,0.19106756150722504,0.1585533767938614,0.1433577835559845
03-Nov-2015,208.51,210.5,208.5,209.31,82300,0.30717408657073975,0.16633224487304688,0.1606391817331314,0.17304524779319763,0.19280920922756195
04-Nov-2015,208.52,212.0,208.5,211.0,512200,0.32964617013931274,0.17466086149215698,0.1647932380437851,0.1680660843849182,0.16283364593982697
05-Nov-2015,211.9,212.5,210.25,210.59,677700,0.27852335572242737,0.16276097297668457,0.1682366132736206,0.18926504254341125,0.2012139856815338
06-Nov-2015,210.59,211.45,210.5,210.99,654800,0.3196747303009033,0.16305755078792572,0.16181477904319763,0.1710110753774643,0.18444186449050903
09-Nov-2015,210.5,212.0,210.0,211.58,40500,0.21474000811576843,0.1430467814207077,0.1650509089231491,0.22198982536792755,0.2551724314689636
10-Nov-2015,202.1,208.0,202.1,206.92,160900,0.2607637345790863,0.17236843705177307,0.19007445871829987,0.19722995162010193,0.17956338822841644
11-Nov-2015,205.5,209.4,205.11,208.94,30500,0.23531228303909302,0.15957964956760406,0.18358929455280304,0.2172815054655075,0.2042372077703476
12-Nov-2015,208.5,212.0,206.1,211.18,235200,0.2772735059261322,0.15831075608730316,0.16787610948085785,0.1910410225391388,0.2054986208677292
13-Nov-2015,210.0,211.7,209.01,210.02,3728400,0.2462766468524933,0.1554631143808365,0.17455267906188965,0.2097797989845276,0.21392770111560822
16-Nov-2015,208.11,209.85,208.11,208.84,1203800,0.2349749207496643,0.1608322560787201,0.1781233847141266,0.21054914593696594,0.21552029252052307
17-Nov-2015,210.0,212.29,210.0,212.08,113000,0.2552556097507477,0.15376977622509003,0.1617857664823532,0.19727599620819092,0.23191282153129578
18-Nov-2015,212.08,213.5,211.0,211.39,92300,0.2926267981529236,0.16853713989257812,0.17827492952346802,0.18610775470733643,0.17445336282253265
19-Nov-2015,212.0,213.75,211.6,212.26,1592400,0.33435988426208496,0.17408590018749237,0.16325730085372925,0.1656181514263153,0.1626787632703781
20-Nov-2015,213.0,213.25,211.9,212.01,64000,0.31222161650657654,0.16525793075561523,0.16292323172092438,0.17792390286922455,0.1816733330488205
23-Nov-2015,212.0,213.48,211.5,212.1,160500,0.26893970370292664,0.1503658890724182,0.16739171743392944,0.20321553945541382,0.21008718013763428
24-Nov-2015,210.0,213.99,210.0,212.51,253100,0.3028775751590729,0.16608282923698425,0.16549868881702423,0.18333719670772552,0.18220369517803192
25-Nov-2015,212.0,212.8,207.0,207.92,220600,0.3405018150806427,0.1611708551645279,0.16221444308757782,0.1669284850358963,0.1691843718290329
26-Nov-2015,209.0,209.75,206.5,206.86,41400,0.30511876940727234,0.1686806082725525,0.1630977839231491,0.17249512672424316,0.1906076818704605
27-Nov-2015,206.01,208.89,206.0,208.0,35200,0.31668221950531006,0.16789738833904266,0.1665574610233307,0.1725713610649109,0.1762915402650833
30-Nov-2015,205.11,208.15,200.01,202.91,815600,0.2389102727174759,0.12892703711986542,0.15530738234519958,0.22534306347370148,0.2515122592449188
01-Dec-2015,204.9,205.99,199.0,199.4,1820000,0.28227168321609497,0.16994860768318176,0.18118926882743835,0.1853419542312622,0.1812485158443451
02-Dec-2015,200.0,205.5,200.0,202.52,274700,0.27196168899536133,0.16203799843788147,0.16952624917030334,0.19107967615127563,0.20539438724517822
03-Dec-2015,201.98,209.5,200.56,208.52,204300,0.28042685985565186,0.17516984045505524,0.1770402044057846,0.1835307627916336,0.1838323324918747
04-Dec-2015,208.62,210.5,208.52,209.2,112400,0.22232532501220703,0.16064850986003876,0.18651044368743896,0.21429216861724854,0.21622353792190552
07-Dec-2015,206.25,212.0,206.25,210.14,123800,0.23408524692058563,0.1580066680908203,0.17824135720729828,0.20926286280155182,0.22040386497974396
08-Dec-2015,209.0,212.8,209.0,211.23,92800,0.26187312602996826,0.1628989428281784,0.17462033033370972,0.1996198296546936,0.2009877860546112
09-Dec-2015,211.52,214.95,211.0,214.03,144900,0.24978190660476685,0.158773273229599,0.16982853412628174,0.20360976457595825,0.21800655126571655
10-Dec-2015,215.0,216.5,214.0,215.04,324800,0.3001738488674164,0.15749578177928925,0.16878342628479004,0.18609066307544708,0.18745627999305725
11-Dec-2015,214.01,216.47,213.6,215.39,39300,0.29342687129974365,0.17427882552146912,0.17304490506649017,0.18162433803081512,0.17762510478496552
14-Dec-2015,212.51,216.88,212.51,216.09,70800,0.27650022506713867,0.15633928775787354,0.15064287185668945,0.1874680519104004,0.22904953360557556
15-Dec-2015,213.41,217.9,213.41,215.01,163000,0.30009329319000244,0.1667344570159912,0.16498105227947235,0.18167880177497864,0.18651245534420013
16-Dec-2015,213.05,215.95,213.05,215.27,92300,0.2732813060283661,0.15647031366825104,0.1577117145061493,0.1874960958957672,0.22504054009914398
17-Dec-2015,214.1,221.0,212.32,219.28,145700,0.25963807106018066,0.15837891399860382,0.16393864154815674,0.19622902572155,0.22181536257266998
18-Dec-2015,217.5,220.0,208.32,208.32,7761600,0.2705249488353729,0.16112013161182404,0.17893452942371368,0.19763341546058655,0.19178704917430878
21-Dec-2015,206.0,207.5,197.91,200.08,6031400,0.24306926131248474,0.16299454867839813,0.17959514260292053,0.206612229347229,0.20772875845432281
22-Dec-2015,202.25,203.45,198.75,199.15,1136200,0.3420700132846832,0.18129882216453552,0.1633893847465515,0.15327124297618866,0.15997053682804108
23-Dec-2015,199.99,202.48,199.1,201.8,5858600,0.3149968385696411,0.15107782185077667,0.15263137221336365,0.17322631180286407,0.20806770026683807
28-Dec-2015,202.0,202.0,199.01,199.8,711600,0.26513463258743286,0.1540519893169403,0.16602444648742676,0.2038886845111847,0.2109002321958542
29-Dec-2015,199.9,201.85,199.9,200.82,332700,0.33254411816596985,0.163148894906044,0.15767815709114075,0.168813094496727,0.17781579494476318
30-Dec-2015,200.75,201.5,200.03,201.04,151600,0.3186424970626831,0.15357543528079987,0.155191570520401,0.1724109649658203,0.20017948746681213
31-Dec-2015,200.21,201.2,198.99,200.12,779200,0.28397801518440247,0.15807336568832397,0.16869278252124786,0.18856829404830933,0.20068755745887756
01-Jan-2016,200.5,201.89,200.5,201.07,50100,0.30292990803718567,0.1687280535697937,0.1672506183385849,0.17270556092262268,0.18838579952716827
04-Jan-2016,201.1,201.5,199.51,200.07,209800,0.26709890365600586,0.15825070440769196,0.1775110363960266,0.19465205073356628,0.2024872899055481
05-Jan-2016,199.0,201.35,197.01,200.01,85500,0.23736245930194855,0.16104896366596222,0.16657885909080505,0.19548676908016205,0.23952293395996094
06-Jan-2016,201.0,201.0,198.0,198.43,531300,0.28288590908050537,0.17523038387298584,0.18611514568328857,0.19194526970386505,0.16382332146167755
07-Jan-2016,198.05,198.05,195.5,196.24,356900,0.27219104766845703,0.1612395942211151,0.16416426002979279,0.18760895729064941,0.21479614078998566
08-Jan-2016,195.28,196.0,192.86,193.36,769600,0.32253021001815796,0.18140144646167755,0.17344802618026733,0.16607432067394257,0.1565459817647934
11-Jan-2016,193.99,194.0,189.52,190.9,2025100,0.24794495105743408,0.17070354521274567,0.1829787939786911,0.19816742837429047,0.20020528137683868
12-Jan-2016,189.06,194.9,189.01,193.01,165100,0.3098296821117401,0.16736240684986115,0.1794036477804184,0.17875391244888306,0.16465036571025848
13-Jan-2016,193.4,194.84,192.04,192.81,163900,0.35973280668258667,0.19283713400363922,0.1742638200521469,0.14119188487529755,0.13197433948516846
14-Jan-2016,191.0,191.0,186.1,187.51,942400,0.39095473289489746,0.18468283116817474,0.15760385990142822,0.14164184033870697,0.1251167207956314
15-Jan-2016,189.0,189.4,183.0,184.52,243300,0.29586338996887207,0.17741599678993225,0.17747339606285095,0.17813095450401306,0.17111626267433167
18-Jan-2016,181.11,182.99,175.3,179.9,935600,0.2573053240776062,0.15424273908138275,0.1638728231191635,0.19921718537807465,0.22536198794841766
19-Jan-2016,182.0,182.0,178.11,180.99,804700,0.2902448773384094,0.17376263439655304,0.16539859771728516,0.1726187765598297,0.19797508418560028
20-Jan-2016,180.0,181.24,176.0,177.39,465300,0.28045377135276794,0.1650218814611435,0.16987279057502747,0.19190561771392822,0.19274590909481049
21-Jan-2016,176.85,180.8,176.5,178.9,1646300,0.32898157835006714,0.17190152406692505,0.14868095517158508,0.15604934096336365,0.19438661634922028
22-Jan-2016,180.0,180.0,177.53,177.84,274800,0.3447389602661133,0.168039470911026,0.1560564935207367,0.17307700216770172,0.1580881029367447
25-Jan-2016,179.5,180.99,176.8,177.15,304400,0.2600891590118408,0.17053985595703125,0.1747758686542511,0.20059417188167572,0.1940009593963623
26-Jan-2016,176.5,177.45,175.5,175.99,143300,0.3390387296676636,0.16062068939208984,0.16028626263141632,0.17387838661670685,0.1661759614944458
27-Jan-2016,177.48,177.49,175.5,176.01,527800,0.30710330605506897,0.1850508749485016,0.1781950443983078,0.1691109985113144,0.16053974628448486
28-Jan-2016,176.01,177.0,169.0,171.18,943000,0.29893383383750916,0.17540563642978668,0.17350172996520996,0.1825156807899475,0.1696431040763855
29-Jan-2016,172.0,172.5,170.55,171.05,1652500,0.25179818272590637,0.16168463230133057,0.1822824776172638,0.20114977657794952,0.20308493077754974
01-Feb-2016,172.0,179.6,172.0,179.6,1355300,0.2527711093425751,0.15456168353557587,0.16717830300331116,0.1975693255662918,0.2279195636510849
02-Feb-2016,180.4,187.0,180.4,183.75,1338000,0.32303354144096375,0.18764327466487885,0.16500745713710785,0.1649060845375061,0.15940961241722107
03-Feb-2016,182.02,191.87,181.51,188.7,2132700,0.2849172353744507,0.16546812653541565,0.17212343215942383,0.1834852546453476,0.19400593638420105
04-Feb-2016,188.7,192.8,188.7,192.09,1067900,0.288047730922699,0.16477544605731964,0.16423213481903076,0.17340441048145294,0.20954029262065887
08-Feb-2016,193.0,199.3,193.0,196.17,930900,0.2901328206062317,0.18428589403629303,0.1801712065935135,0.1827898919582367,0.16262021660804749
09-Feb-2016,196.4,196.5,192.5,195.16,519400,0.2494739592075348,0.1539449244737625,0.18470247089862823,0.20391282439231873,0.20796583592891693
10-Feb-2016,194.0,195.25,192.0,192.23,2127400,0.24767518043518066,0.14876332879066467,0.1650496870279312,0.20389068126678467,0.23462113738059998
11-Feb-2016,192.5,192.5,188.4,188.6,389200,0.30382272601127625,0.1643252670764923,0.16104988753795624,0.17693006992340088,0.19387206435203552
12-Feb-2016,190.01,190.64,184.0,185.01,233600,0.271943598985672,0.16731005907058716,0.18330757319927216,0.19881965219974518,0.1786191314458847
15-Feb-2016,186.5,194.0,186.5,191.35,1184300,0.2704235315322876,0.1664576381444931,0.1787312924861908,0.20144572854042053,0.18294183909893036
16-Feb-2016,192.9,193.0,188.5,189.09,761300,0.29293087124824524,0.1678658425807953,0.16293874382972717,0.17684496939182281,0.1994195431470871
17-Feb-2016,188.95,188.95,185.02,186.38,76300,0.35202881693840027,0.17795145511627197,0.1644061952829361,0.15697850286960602,0.14863499999046326
18-Feb-2016,187.99,188.7,183.5,184.14,440700,0.2782699465751648,0.16241562366485596,0.17822575569152832,0.18832840025424957,0.19276031851768494
19-Feb-2016,187.0,187.0,183.0,183.61,313700,0.3051064908504486,0.18115690350532532,0.17174166440963745,0.1722835898399353,0.16971136629581451
22-Feb-2016,184.0,184.5,181.13,183.23,59400,0.29847294092178345,0.17908254265785217,0.18077173829078674,0.1772766262292862,0.16439609229564667
23-Feb-2016,184.0,185.0,177.0,178.77,404400,0.2811424434185028,0.1748420000076294,0.1857433021068573,0.1811709851026535,0.1771012544631958
24-Feb-2016,178.1,179.5,176.0,177.59,198400,0.28745195269584656,0.17834897339344025,0.17301969230175018,0.17410364747047424,0.18707574903964996
25-Feb-2016,178.5,178.5,175.9,176.72,316600,0.30646488070487976,0.16826820373535156,0.16505613923072815,0.17492805421352386,0.18528276681900024
26-Feb-2016,177.22,185.49,177.0,183.47,309400,0.26598891615867615,0.17655470967292786,0.17369456589221954,0.18838642537593842,0.19537535309791565
29-Feb-2016,184.5,184.5,180.5,181.03,1114000,0.27732864022254944,0.14694269001483917,0.15787719190120697,0.19470161199569702,0.2231498807668686
01-Mar-2016,182.0,182.25,180.02,181.01,591900,0.2518560588359833,0.16323989629745483,0.17447373270988464,0.20785953104496002,0.2025708109140396
02-Mar-2016,185.5,185.5,181.0,183.68,5198300,0.27945974469184875,0.16356487572193146,0.17127452790737152,0.18191687762737274,0.20378395915031433
03-Mar-2016,183.8,190.75,183.8,187.27,776300,0.27503442764282227,0.15919849276542664,0.16585367918014526,0.19037215411663055,0.20954129099845886
04-Mar-2016,187.0,188.99,186.0,187.4,625800,0.25577056407928467,0.1683475524187088,0.17458254098892212,0.1998538225889206,0.20144551992416382
07-Mar-2016,189.0,192.44,187.2,191.37,1654700,0.24792692065238953,0.1600176841020584,0.17071567475795746,0.20978544652462006,0.21155427396297455
08-Mar-2016,191.49,191.5,188.51,189.85,615400,0.28302502632141113,0.14778657257556915,0.1630115658044815,0.19088232517242432,0.2152944952249527
09-Mar-2016,189.5,189.5,185.0,185.98,1532300,0.2535981237888336,0.14611391723155975,0.165152445435524,0.20107780396938324,0.23405766487121582
10-Mar-2016,187.3,187.3,182.5,182.92,450200,0.2935083508491516,0.16339677572250366,0.1649201363325119,0.18299829959869385,0.19517645239830017
11-Mar-2016,182.1,183.0,178.0,181.24,2190600,0.32982903718948364,0.168979674577713,0.15964433550834656,0.16354234516620636,0.178004652261734
14-Mar-2016,180.5,183.0,180.25,181.96,636400,0.2590491473674774,0.15588460862636566,0.16804102063179016,0.2060408741235733,0.21098437905311584
15-Mar-2016,182.89,182.89,179.06,179.86,562200,0.3012770414352417,0.16076640784740448,0.1579771637916565,0.1901707649230957,0.189808651804924
16-Mar-2016,181.4,182.3,179.25,181.96,150200,0.315108984708786,0.16354674100875854,0.16629558801651,0.17047399282455444,0.1845746636390686
17-Mar-2016,181.65,181.85,180.51,181.13,1363000,0.29077664017677307,0.15770477056503296,0.173577681183815,0.18931473791599274,0.18862614035606384
18-Mar-2016,181.7,182.0,180.5,181.74,203400,0.23579654097557068,0.16641323268413544,0.19264714419841766,0.20472727715969086,0.20041581988334656
21-Mar-2016,179.0,180.0,177.5,177.8,172800,0.2373640239238739,0.1445665806531906,0.16750438511371613,0.2249046117067337,0.22566042840480804
22-Mar-2016,178.0,179.99,177.05,177.94,1657300,0.38361358642578125,0.19092021882534027,0.16001898050308228,0.13180793821811676,0.13363926112651825
24-Mar-2016,178.0,179.75,176.0,176.5,1464100,0.26828739047050476,0.16364063322544098,0.17227362096309662,0.18954086303710938,0.20625747740268707
25-Mar-2016,177.47,178.0,177.0,177.44,93900,0.30543258786201477,0.18211787939071655,0.1812182366847992,0.1759243756532669,0.15530690550804138
28-Mar-2016,176.01,176.97,174.99,176.08,1613800,0.2752044200897217,0.14975742995738983,0.15689976513385773,0.19852851331233978,0.21960988640785217
29-Mar-2016,176.2,176.4,173.75,174.04,242300,0.2967967092990875,0.17373070120811462,0.17126750946044922,0.17852602899074554,0.17967909574508667
30-Mar-2016,174.0,175.0,170.25,170.79,828000,0.30234915018081665,0.16388650238513947,0.1683785319328308,0.17963699996471405,0.18574878573417664
31-Mar-2016,171.88,173.5,169.1,171.54,5530500,0.3238387107849121,0.15972118079662323,0.16798079013824463,0.17881162464618683,0.16964766383171082
01-Apr-2016,172.0,174.9,171.0,173.34,5150300,0.30023419857025146,0.15872961282730103,0.15903307497501373,0.18769079446792603,0.19431233406066895
04-Apr-2016,173.99,176.5,173.0,175.31,1120400,0.27313435077667236,0.16466253995895386,0.1830853968858719,0.18642455339431763,0.19269315898418427
05-Apr-2016,175.11,176.0,173.21,173.48,540400,0.30253830552101135,0.18538153171539307,0.18164288997650146,0.171260267496109,0.1591770201921463
06-Apr-2016,174.0,175.99,173.95,175.01,163200,0.3624715507030487,0.16750073432922363,0.14830143749713898,0.15946699678897858,0.16225919127464294
07-Apr-2016,175.0,175.1,173.51,174.0,427400,0.30608513951301575,0.17904774844646454,0.18176454305648804,0.1764654517173767,0.15663708746433258
08-Apr-2016,174.02,174.9,173.8,174.6,122500,0.2971790134906769,0.18230511248111725,0.17944076657295227,0.1761338859796524,0.1649412214756012
11-Apr-2016,175.89,176.55,174.0,174.48,1480100,0.2682332396507263,0.16912955045700073,0.16968528926372528,0.18904229998588562,0.20390957593917847
12-Apr-2016,174.4,174.5,172.5,173.1,1322900,0.2606683075428009,0.1489923894405365,0.17123742401599884,0.19482216238975525,0.22427970170974731
13-Apr-2016,173.84,173.84,171.5,173.28,338500,0.3507556915283203,0.1789291948080063,0.160915806889534,0.15643642842769623,0.15296290814876556
14-Apr-2016,174.0,174.74,173.0,173.66,390900,0.3264932632446289,0.17180785536766052,0.17242801189422607,0.1707307994365692,0.15854009985923767
15-Apr-2016,174.49,174.5,173.0,173.14,132000,0.29875966906547546,0.1577574610710144,0.1645171195268631,0.19501222670078278,0.18395349383354187
18-Apr-2016,173.99,177.15,172.13,174.42,608900,0.25819382071495056,0.15723851323127747,0.1665673851966858,0.20021837949752808,0.2177819013595581
19-Apr-2016,175.5,176.23,173.0,173.36,1043700,0.27946895360946655,0.1601540595293045,0.16942714154720306,0.19229163229465485,0.19865821301937103
20-Apr-2016,174.5,175.5,173.52,174.03,4468900,0.3094008266925812,0.1801162213087082,0.17352470755577087,0.1697758287191391,0.16718240082263947
21-Apr-2016,174.99,176.5,173.01,174.47,5608700,0.322431355714798,0.1650608628988266,0.1610497385263443,0.16754032671451569,0.18391768634319305
22-Apr-2016,175.08,176.4,174.0,174.17,2058800,0.33910271525382996,0.1778964102268219,0.16304750740528107,0.15425358712673187,0.1656997799873352
25-Apr-2016,174.5,174.5,172.55,172.82,617900,0.2942209243774414,0.17345605790615082,0.16551056504249573,0.17565681040287018,0.19115561246871948
26-Apr-2016,173.0,174.49,173.0,173.8,618900,0.3260786235332489,0.17354713380336761,0.16007474064826965,0.15695419907569885,0.18334533274173737
27-Apr-2016,173.8,176.99,172.81,176.22,611900,0.3288624584674835,0.17510844767093658,0.1594545990228653,0.16539804637432098,0.17117644846439362
28-Apr-2016,176.25,182.5,176.2,179.94,3888600,0.311328649520874,0.16716179251670837,0.16748911142349243,0.16781388223171234,0.1862066090106964
29-Apr-2016,180.15,188.93,178.5,188.93,1278100,0.2867399752140045,0.16567447781562805,0.16612586379051208,0.184174045920372,0.19728563725948334
02-May-2016,190.79,196.39,187.25,189.04,3032400,0.2670023739337921,0.16071245074272156,0.16450443863868713,0.19611890614032745,0.21166183054447174
03-May-2016,188.7,193.1,187.0,192.0,1595200,0.3256348669528961,0.1682056486606598,0.16144292056560516,0.16376063227653503,0.1809559315443039
04-May-2016,191.99,198.0,191.1,194.18,2649000,0.28970465064048767,0.17373153567314148,0.1749027967453003,0.18340884149074554,0.1782522201538086
05-May-2016,195.99,203.0,195.45,201.18,2133800,0.316754013299942,0.18452037870883942,0.1767130047082901,0.1647426038980484,0.15727002918720245
06-May-2016,204.0,204.0,198.05,199.04,2054400,0.3103373348712921,0.17104454338550568,0.17431065440177917,0.17127972841262817,0.17302773892879486
09-May-2016,201.48,201.51,198.0,198.39,2292000,0.30977699160575867,0.16963453590869904,0.17117218673229218,0.18158815801143646,0.16782812774181366
10-May-2016,199.0,199.0,197.0,197.94,1052200,0.3079894781112671,0.1770792454481125,0.16803929209709167,0.16606351733207703,0.18082846701145172
11-May-2016,198.0,198.93,197.25,197.54,1712000,0.3060133457183838,0.16372378170490265,0.16923849284648895,0.18531091511249542,0.175713449716568
12-May-2016,195.5,196.49,187.5,188.34,1397200,0.2882303297519684,0.17909404635429382,0.18603980541229248,0.1866915374994278,0.1599442958831787
13-May-2016,189.05,190.5,186.1,187.98,745500,0.30510106682777405,0.18533925712108612,0.1674071103334427,0.16479609906673431,0.17735645174980164
16-May-2016,187.51,187.8,185.0,185.34,850700,0.28564178943634033,0.15494416654109955,0.1640060395002365,0.19341541826725006,0.20199257135391235
17-May-2016,185.02,188.01,185.0,185.55,2299400,0.31292322278022766,0.17102551460266113,0.15818600356578827,0.1629091501235962,0.19495607912540436
18-May-2016,185.1,187.1,185.01,186.27,539700,0.34934118390083313,0.17358508706092834,0.15404239296913147,0.1644521802663803,0.15857920050621033
19-May-2016,185.81,190.0,185.01,187.39,1486900,0.30044153332710266,0.18910424411296844,0.1857338696718216,0.16959823668003082,0.15512211620807648
20-May-2016,188.0,188.0,186.0,186.41,405700,0.34160205721855164,0.17209994792938232,0.1554989516735077,0.15540768206119537,0.1753913313150406
23-May-2016,182.16,184.0,177.87,181.19,1909200,0.3312845230102539,0.16566406190395355,0.16093721985816956,0.17890796065330505,0.16320620477199554
24-May-2016,181.0,182.49,179.7,179.81,1541000,0.3396368622779846,0.17534960806369781,0.16007821261882782,0.15419000387191772,0.17074531316757202
25-May-2016,180.45,182.06,179.9,180.35,570000,0.31678831577301025,0.17363658547401428,0.17681698501110077,0.1662120670080185,0.1665460616350174
26-May-2016,180.5,181.0,179.0,179.45,323500,0.345150887966156,0.18033118546009064,0.1758125275373459,0.15794625878334045,0.14075914025306702
27-May-2016,178.19,182.0,178.19,180.06,742000,0.3228701651096344,0.18975065648555756,0.1713913381099701,0.16759440302848816,0.14839348196983337
30-May-2016,180.0,180.5,174.0,175.01,2179300,0.2401721030473709,0.1806880682706833,0.19425368309020996,0.1942012906074524,0.19068489968776703
31-May-2016,175.01,177.5,175.0,175.77,2330500,0.3390963673591614,0.1770276129245758,0.17091378569602966,0.16838368773460388,0.14457851648330688
01-Jun-2016,175.89,178.0,175.89,176.88,784900,0.34264451265335083,0.17024365067481995,0.157064750790596,0.16247262060642242,0.16757448017597198
02-Jun-2016,177.5,179.0,176.2,177.46,1104100,0.32193830609321594,0.17545464634895325,0.18175429105758667,0.17134596407413483,0.14950676262378693
03-Jun-2016,177.5,180.5,176.89,178.95,5019300,0.2786746323108673,0.17473235726356506,0.18704843521118164,0.1843664050102234,0.1751781851053238
06-Jun-2016,179.5,180.0,177.75,178.44,953600,0.23866745829582214,0.1712997704744339,0.18450327217578888,0.20332345366477966,0.2022061049938202
07-Jun-2016,178.06,179.0,177.7,177.94,263000,0.2734721899032593,0.16280829906463623,0.16667050123214722,0.19437135756015778,0.2026776373386383
08-Jun-2016,179.0,179.5,176.1,176.7,778300,0.25660374760627747,0.17416460812091827,0.18300318717956543,0.1882510483264923,0.1979774683713913
09-Jun-2016,177.06,177.99,170.01,176.12,1510400,0.25463107228279114,0.1718931943178177,0.18694616854190826,0.19110548496246338,0.19542409479618073
10-Jun-2016,176.48,176.5,173.21,174.16,473800,0.33682096004486084,0.19475306570529938,0.1655060201883316,0.16058550775051117,0.1423344910144806
13-Jun-2016,174.16,177.0,172.5,176.17,2418000,0.3198375701904297,0.1788424700498581,0.17171044647693634,0.1731262505054474,0.15648327767848969
14-Jun-2016,178.0,184.97,178.0,184.25,3331200,0.3327803909778595,0.17659780383110046,0.17223705351352692,0.16361865401268005,0.15476612746715546
15-Jun-2016,193.46,193.46,189.0,191.36,4391300,0.27973395586013794,0.18365082144737244,0.18277256190776825,0.17150980234146118,0.1823328733444214
16-Jun-2016,192.0,200.92,189.0,200.92,4245600,0.3335484266281128,0.16973821818828583,0.1614837348461151,0.16544777154922485,0.16978181898593903
17-Jun-2016,203.0,210.96,201.05,210.49,7092000,0.28720295429229736,0.169422447681427,0.1635347306728363,0.18243145942687988,0.19740843772888184
20-Jun-2016,209.5,213.5,202.0,203.57,3014700,0.28601887822151184,0.18720361590385437,0.17682883143424988,0.1845998615026474,0.1653488129377365
21-Jun-2016,203.0,204.4,200.0,202.71,749600,0.32051321864128113,0.15290939807891846,0.14805933833122253,0.17746798694133759,0.2010500431060791
22-Jun-2016,203.25,208.0,200.1,200.78,1685400,0.32494422793388367,0.19462092220783234,0.1658552587032318,0.14188458025455475,0.17269504070281982
23-Jun-2016,201.2,204.69,200.12,203.54,821400,0.2921489477157593,0.1680372953414917,0.16779308021068573,0.16852374374866486,0.20349693298339844
24-Jun-2016,200.0,200.75,193.37,199.06,2860700,0.2963205575942993,0.18306632339954376,0.17965711653232574,0.17190632224082947,0.16904966533184052
27-Jun-2016,200.0,202.45,192.12,193.28,726400,0.3161124289035797,0.17189118266105652,0.15251564979553223,0.16230036318302155,0.1971803903579712
28-Jun-2016,193.0,196.0,191.05,192.94,882600,0.3458479344844818,0.16766679286956787,0.16289444267749786,0.15243498980998993,0.17115582525730133
29-Jun-2016,195.0,199.29,194.99,196.33,794100,0.31462544202804565,0.19928240776062012,0.19772253930568695,0.14688672125339508,0.1414828896522522
